Open Price,High Price,Low Price,Close Price,Trade Date
255.5,260,253.5,259.75,06/24/1998
249.5,260.5,249.25,256.25,06/23/1998
250.5,252.5,248.5,250.75,06/22/1998
244.5,255.5,243.75,252.5,06/19/1998
243,251,243,246.5,06/18/1998
238.25,247,238.25,244.75,06/17/1998
232.75,239.5,232.75,237.25,06/16/1998
234.5,234.5,232,232.5,06/15/1998
232,237,231.5,236,06/12/98
231.75,234.25,231.5,232.25,06/11/98
231.75,233,231,231.75,06/10/98
232.5,233,230.75,232,06/09/98
236.5,236.5,231.25,232.25,06/08/98
239.5,239.75,236.5,236.75,06/05/98
237.75,240,237.5,239.75,06/04/98
240.5,242.5,237.5,238,06/03/98
238.5,241.25,238,240.5,06/02/98
237.5,239,236,238.5,06/01/98
238,242,237,238.5,05/29/1998
237.25,240,237.25,238.25,05/28/1998
240.25,241,235.25,237.5,05/27/1998
245.5,245.5,240.25,240.75,05/26/1998
246.5,247.5,245.75,247.5,05/22/1998
246.75,249.25,246,246,05/21/1998
245,247.5,243.5,247.25,05/20/1998
239,239.25,238,238.75,05/19/1998
239,242,238.25,240,05/18/1998
240,240,238.25,239,05/15/1998
242,243.5,240,240.5,05/14/1998
240,243.5,239.25,241.25,05/13/1998
240.5,240.5,237.5,237.75,05/12/98
245,245,238.5,240.5,05/11/98
252.5,252.5,248,248,05/08/98
252.5,254.25,248.75,252.5,05/07/98
248,252.5,247.75,252.25,05/06/98
244,248,243,247.75,05/05/98
244,248,243.75,244,05/04/98
243.5,244.75,241,243.25,05/01/98
244,246,243.5,243.5,04/30/1998
246.5,247.75,243.25,244.5,04/29/1998
246.75,248,244.5,246.25,04/28/1998
249.75,249.75,244.75,246.25,04/27/1998
248.75,258,248.75,251,04/24/1998
246,249.5,246,249,04/23/1998
250.75,251,245.75,245.75,04/22/1998
248,252,248,251.5,04/21/1998
250.5,251,247,248.75,04/20/1998
250.25,253,249.25,250.75,04/17/1998
251,251,245,250.25,04/16/1998
246.25,254,246.25,251,04/15/1998
245.5,248,245.5,246.75,04/14/1998
249.5,251,243.75,245.5,04/13/1998
248,250,246.75,249.75,04/09/98
246.75,248.75,246.5,247.75,04/08/98
248,250.5,246.75,246.75,04/07/98
253,254,246.75,248,04/06/98
255.75,256.25,252,253.25,04/03/98
254.5,256.5,253.75,255.75,04/02/98
259,259.75,253.5,254.5,04/01/98
266.5,267,258.5,258.5,03/31/1998
262.5,270,262,270,03/30/1998
261.5,263,261.25,262.25,03/27/1998
265,265.5,261.25,261.25,03/26/1998
265,266.5,264.75,265,03/25/1998
266.75,266.75,264.25,265.5,03/24/1998
264,267,263.5,266.75,03/23/1998
262.5,262.5,258.75,259.25,03/20/1998
265.25,265.25,262.25,262.5,03/19/1998
267,267.75,265.5,265.75,03/18/1998
266,268.25,265.5,265.75,03/17/1998
269.5,269.5,265.25,265.25,03/16/1998
273,273,267.5,267.75,03/13/1998
274,274,271.5,273.5,03/12/98
272.75,274.5,272.25,274.25,03/11/98
270,273,269,272.75,03/10/98
269,271,269,270.25,03/09/98
266,268,265,268,03/06/98
267.25,268.5,265.75,266.25,03/05/98
265,267.5,265,265.75,03/04/98
264.75,266.5,264,264,03/03/98
261.5,266.5,261.5,265.25,03/02/98
261.5,263.25,261.25,261.25,02/27/1998
263.25,264.25,262,262,02/26/1998
263,264,262.5,263.75,02/25/1998
265.5,266,263,263.25,02/24/1998
266,267.75,265.25,265.5,02/23/1998
268.25,269.75,266.25,266.25,02/20/1998
268,270,266.5,268.75,02/19/1998
268,269,266.5,267.75,02/18/1998
270,270.5,266,268.25,02/17/1998
270.5,271.5,269.5,270.5,02/13/1998
268,271,267,270.75,02/12/98
273.25,273.75,268,268.25,02/11/98
272,274,271.25,274,02/10/98
270,272.5,269.75,272.25,02/09/98
271.75,272.5,269.5,270.25,02/06/98
272.5,275,271,271.5,02/05/98
274.75,275.5,272.25,272.5,02/04/98
275.5,277.75,274.75,274.75,02/03/98
272.75,276.25,272,275.25,02/02/98
275.25,275.5,272.75,272.75,01/30/1998
277.25,278,275,275.25,01/29/1998
276,279,275.75,278,01/28/1998
278.75,283.5,275.5,276.25,01/27/1998
275.25,279.75,275.25,279,01/26/1998
276,279.25,275.25,275.5,01/23/1998
275.5,277.25,273.5,276,01/22/1998
278,278,275.25,275.75,01/21/1998
277,279,275.75,278.25,01/20/1998
277,279.5,276.25,276.75,01/16/1998
273.5,279.25,270,277.75,01/15/1998
270.25,278,270.25,274,01/14/1998
258,270.25,257.5,270.25,01/13/1998
259.5,260.75,257,257.75,01/12/98
258.5,261.5,258,259.75,01/09/98
263.5,263.5,258.25,258.25,01/08/98
262,264.25,260.75,263.25,01/07/98
266,266,262,262,01/06/98
262.5,266,261.75,265.5,01/05/98
263.5,264.25,261,262.75,01/02/98
266.5,267,264.75,265.25,12/31/1997
267,268,266,266.5,12/30/1997
269.25,270.75,266.75,267,12/29/1997
270.5,270.75,268.75,269.75,12/26/1997
267,269.5,266.5,269,12/24/1997
264,268,262,267,12/23/1997
266,267.5,263,263,12/22/1997
259,259,252,253.5,12/19/1997
261.5,262,255.75,255.75,12/18/1997
260,261.5,260,261.25,12/17/1997
261.75,262,259,259,12/16/1997
261.25,261.5,259.25,259.5,12/15/1997
266.5,266.5,261.25,261.25,12/12/97
269.25,269.5,265.25,265.25,12/11/97
272,272.5,269,269.5,12/10/97
272.5,274.5,270.5,270.75,12/09/97
269,273.5,269,273,12/08/97
268,270.25,267.75,269,12/05/97
271,271.75,267.5,268,12/04/97
271.75,272.25,270.5,270.75,12/03/97
273.75,273.75,271.25,271.25,12/02/97
271,275,271,273,12/01/97
272.5,273.25,270.75,271.25,11/28/1997
270,273.75,270,273,11/26/1997
273,273,270,270.25,11/25/1997
275.5,276.5,271.75,273.25,11/24/1997
271.5,276,271.5,275.5,11/21/1997
273.25,276,271.5,271.5,11/20/1997
276.25,276.25,273.5,273.75,11/19/1997
277,278.25,275.75,276.75,11/18/1997
272,278.5,271,278,11/17/1997
273,274.5,271.25,272,11/14/1997
274,276,273,273.25,11/13/1997
276,276.75,273,274,11/12/97
275.75,279.5,275.25,276.25,11/11/97
283.25,285.25,275,275.5,11/10/97
283,284.75,281,283.5,11/07/97
278.5,283.5,278.25,283.25,11/06/97
279.5,281.5,278.25,278.75,11/05/97
285,286,280,280.5,11/04/97
279,289.5,278.75,285.25,11/03/97
279.25,280.75,277.75,279.75,10/31/1997
280.5,280.75,275.5,279,10/30/1997
286.25,287.75,281,281.5,10/29/1997
285,286,281.25,284,10/28/1997
292,294,285,288,10/27/1997
287.25,291,286,289.75,10/24/1997
293.25,293.25,287,287.75,10/23/1997
287.5,294,287.5,293.75,10/22/1997
282,288.5,282,287.5,10/21/1997
281.75,286,280.25,283.25,10/20/1997
286,286,281.5,281.5,10/17/1997
289.75,290.75,286.5,286.5,10/16/1997
285.5,290.5,285,290,10/15/1997
290,290.5,285.25,285.25,10/14/1997
288.5,295,287.75,291,10/13/1997
283,293.5,281,288,10/10/97
282,284,279.5,283.75,10/09/97
279,285,277.25,282.75,10/08/97
267.75,279.75,267,279.75,10/07/97
264,268.5,261.75,267.5,10/06/97
257,266,256.5,264.75,10/03/97
256,258.25,255.5,257.25,10/02/97
257.25,259.25,255.75,256,10/01/97
258.25,259.5,257.5,257.5,09/30/1997
257,259.75,255.5,258.5,09/29/1997
259.5,259.5,257.25,257.25,09/26/1997
261.25,263,258,259.5,09/25/1997
262.25,263.25,260.75,261,09/24/1997
262,263,260,262.25,09/23/1997
260.25,262.5,257.5,262.25,09/22/1997
264.5,269.5,249,250,09/19/1997
267,268,263,265.5,09/18/1997
262.5,265.5,262.25,262.75,09/17/1997
267,270.25,262.5,262.5,09/16/1997
265.5,267.5,264.25,266.5,09/15/1997
273.5,274,265.5,267,09/12/97
269.5,274,267.5,274,09/11/97
267.5,271.5,267.5,269.75,09/10/97
265,268,265,267.5,09/09/97
264.75,266,263.5,265.5,09/08/97
270,271,266,266,09/05/97
268.75,270,267,270,09/04/97
269.75,272,268.5,269.75,09/03/97
265.5,270,264.5,269.75,09/02/97
264.75,269.25,264.5,265.5,08/29/1997
268,268.5,264.5,265.5,08/28/1997
263,268.75,262.75,268.5,08/27/1997
269.5,269.5,263.5,263.75,08/26/1997
271.5,271.75,268.5,271.75,08/25/1997
272,272.5,270.5,271.75,08/22/1997
262,274,262,274,08/21/1997
263.5,264.5,261.75,262.25,08/20/1997
261.75,264,261.75,263.5,08/19/1997
257,261,256,260.5,08/18/1997
264,266,259.75,259.75,08/15/1997
262,265,260.5,264,08/14/1997
268.5,273,261.75,261.75,08/13/1997
252,261.75,251.5,261.75,08/12/97
250.5,250.5,246,250,08/11/97
250.5,254,249.25,253,08/08/97
259,259,249.5,250.5,08/07/97
254,259.75,253.5,259.25,08/06/97
262,263.25,254,254.5,08/05/97
268,275,262.5,264,08/04/97
265,270,263.5,270,08/01/97
262,266.5,260.5,265,07/31/1997
258,263.5,257.75,262.5,07/30/1997
251,260.25,251,258.5,07/29/1997
240.75,255.25,238.25,251,07/28/1997
243.5,245,243,243.25,07/25/1997
247,247,243,243.5,07/24/1997
247.5,250.25,245.5,247.5,07/23/1997
264,271,264,271,07/22/1997
265.75,265.75,258.75,263.5,07/21/1997
269.5,273.25,268.5,270.25,07/18/1997
267,269.75,263.5,265.25,07/17/1997
268.5,269,264.75,266.75,07/16/1997
258,272,258,271,07/15/1997
251.75,268,251.75,262,07/14/1997
248,252,245.5,251.75,07/11/97
249,249,247,248,07/10/97
243,250,243,250,07/09/97
241,246.5,240,243.25,07/08/97
242.5,243.5,240,240.25,07/07/97
245.75,246.5,244.5,244.75,07/03/97
243,246.5,242.75,246,07/02/97
247.5,247.75,243,243.25,07/01/97
245.75,248.5,240,248.5,06/30/1997
250,250.75,245.5,245.5,06/27/1997
255.75,256,250,250.25,06/26/1997
259.75,260,255.75,255.75,06/25/1997
260,261.25,258.5,260.25,06/24/1997
264.5,264.5,259,260.5,06/23/1997
265,266.5,264,265.25,06/20/1997
266.25,266.5,265,265.5,06/19/1997
270,271.25,266.25,266.5,06/18/1997
268.5,270.5,268,270.5,06/17/1997
271.5,272,268.25,268.25,06/16/1997
271.25,273,270.5,271.75,06/13/1997
272,273.75,270.75,271.25,06/12/97
272,274,270.5,272.75,06/11/97
273.5,276.25,271.5,272,06/10/97
273.75,274.5,268.25,273.75,06/09/97
274,276.5,273.75,273.75,06/06/97
270.25,275,269.5,274.25,06/05/97
277,277,271,271.5,06/04/97
274,278.25,274,278.25,06/03/97
270,274.25,270,273.75,06/02/97
269.25,273.25,269,271.25,05/30/1997
269.5,274.5,268.25,268.5,05/29/1997
264,269.75,264,269.25,05/28/1997
270,271,264,264,05/27/1997
273,273.75,270.25,270.75,05/23/1997
277,279.25,273,273.5,05/22/1997
276,278,275,276.5,05/21/1997
293.25,293.5,287.5,288,05/20/1997
288,293.5,287,293,05/19/1997
284.25,289.5,284.25,288.25,05/16/1997
285.25,286.75,284.25,284.5,05/15/1997
290,290.25,285,285.5,05/14/1997
287,289.75,285.25,289.5,05/13/1997
292,293,288,288,05/12/97
289.5,292.25,289.25,292.25,05/09/97
288,288.5,286,288,05/08/97
288.5,290.5,287.75,288.25,05/07/97
292.75,293,288.25,288.5,05/06/97
296,297.25,292,293.5,05/05/97
298.25,300.25,294.5,295,05/02/97
295.25,299.75,294.5,299,05/01/97
291.5,297.25,291.25,294.75,04/30/1997
290.75,293.5,290.25,291.5,04/29/1997
294,294,290.5,291,04/28/1997
293,299.25,292.5,294.25,04/25/1997
298.5,298.5,292,293,04/24/1997
301.25,301.75,298.25,298.25,04/23/1997
300,301.75,298.5,301.75,04/22/1997
300.25,302,298,299.75,04/21/1997
297,301,296.5,300,04/18/1997
297.5,301,296.25,297,04/17/1997
303,303.25,297,297,04/16/1997
303.5,303.75,299,302.5,04/15/1997
303.25,307.75,302,304,04/14/1997
303.5,309,298.75,299.25,04/11/97
299.5,304.5,299.25,304.5,04/10/97
299.25,301,295.25,298.5,04/09/97
301,302.5,299,299.25,04/08/97
293.75,301.75,293.75,301.5,04/07/97
300,300.5,293.5,294,04/04/97
308.25,308.75,300,302,04/03/97
312.5,312.5,307.75,308.5,04/02/97
310.5,320,310.5,312,04/01/97
307,311,304.5,309.75,03/31/1997
305,308.75,304.75,308.25,03/27/1997
302,305.75,302,305.5,03/26/1997
298.75,303.25,298.5,302.75,03/25/1997
299.5,299.75,295.75,298.5,03/24/1997
303.75,303.75,299,299.75,03/21/1997
303.5,309,302.5,304,03/20/1997
306.5,307.25,298,302.5,03/19/1997
309,309,305,305.25,03/18/1997
309.75,311.25,305.75,311,03/17/1997
302.5,309.5,302.5,308.5,03/14/1997
297,301.5,295.25,300.5,03/13/1997
307,309,297.5,297.5,03/12/97
311,312,306.5,308.25,03/11/97
306,314,303.75,311,03/10/97
308,308.5,300,305,03/07/97
301,306.5,299.25,306.25,03/06/97
304.5,305,301,301.75,03/05/97
302.75,308.75,301.75,304,03/04/97
296,303,296,303,03/03/97
295,297.5,293.25,297.5,02/28/1997
292.5,297.75,291.5,295.75,02/27/1997
293,294.75,291.25,292.75,02/26/1997
289,293.5,287.25,293,02/25/1997
291.5,292.25,288.5,289,02/24/1997
286.75,292.5,286,291.5,02/21/1997
283,288,282.5,287.5,02/20/1997
282,289.25,281.5,284,02/19/1997
275,283,275,283,02/18/1997
274,276.25,273.5,273.75,02/14/1997
273.5,274.75,272.5,274.75,02/13/1997
272,274,271.25,273.75,02/12/97
272,272.75,271,272.5,02/11/97
271,272.25,270.75,272.25,02/10/97
268.5,272.25,268.25,271.25,02/07/97
272,273,268.5,268.5,02/06/97
270.5,272.75,270,272.75,02/05/97
269.5,271.5,268,271.5,02/04/97
269.5,269.75,268.25,269.75,02/03/97
273.75,273.75,269.5,270,01/31/1997
275,276.25,273.5,274,01/30/1997
274.5,277,274,275,01/29/1997
275,277.25,274.25,274.75,01/28/1997
272,275.5,271.75,275.5,01/27/1997
270.25,273,270.25,272.75,01/24/1997
270,271.5,269.25,270,01/23/1997
271,272,269.5,270.5,01/22/1997
271.5,272.25,270.5,270.75,01/21/1997
271.25,275.5,269.75,271.25,01/20/1997
273.5,273.5,271.25,273,01/17/1997
273.75,274.25,271.25,273.75,01/16/1997
270.75,274,270.25,274,01/15/1997
267.25,272.5,266.5,270.5,01/14/1997
265.5,268,265.25,267.75,01/13/1997
258,270.25,257.75,265.25,01/10/97
259,259.5,258,258.25,01/09/97
258,259.75,257.5,259.25,01/08/97
257,258.5,256.75,258,01/07/97
256.5,258.5,256.5,256.75,01/06/97
258.25,259,256,256.5,01/03/97
257.75,260.5,256.75,257.75,01/02/97
258,259,257.75,258.25,12/31/1996
263,263,258,258.25,12/30/1996
266.75,268.75,264.25,264.25,12/27/1996
267,270.5,265.75,267.25,12/26/1996
266,267,265,267,12/24/1996
266.5,266.5,265,266.5,12/23/1996
266,267.75,264.75,267,12/20/1996
271.25,273,267,270,12/19/1996
272,276.75,271,271,12/18/1996
270.25,272.5,270,270.75,12/17/1996
268,270.5,267.5,270.5,12/16/1996
267.25,268.5,266.75,267.25,12/13/1996
267.5,268.5,266.5,267.75,12/12/96
266.5,267.75,266,267.25,12/11/96
266.5,267,265.5,266.5,12/10/96
267,270.25,266.5,267,12/09/96
268.5,269.5,267,267,12/06/96
266,269.5,264,269,12/05/96
265.25,267,265,266,12/04/96
266.25,267.75,264.25,265,12/03/96
269.5,270.75,265.5,266.25,12/02/96
273,273,269.25,270.5,11/29/1996
273.25,274,271.75,272.25,11/27/1996
274.75,274.75,272,273.5,11/26/1996
273,277.5,272.75,274.75,11/25/1996
272,273,270.75,272.25,11/22/1996
270,273.5,269.5,272.5,11/21/1996
265.25,270.5,265,270,11/20/1996
266,267.5,264.5,265.25,11/19/1996
269.25,269.5,265.5,266,11/18/1996
271,275,269,269.75,11/15/1996
271.75,273.25,269.75,270.75,11/14/1996
268,272,266.75,271.5,11/13/1996
268,273.5,262.25,268.5,11/12/96
267.75,269.75,267.5,268.25,11/11/96
264.5,268.25,263.75,267.25,11/08/96
260.25,266,259.5,264.75,11/07/96
258,262,258,259.5,11/06/96
260.5,260.75,257.75,258.5,11/05/96
262,265.75,261.25,261.5,11/04/96
265.75,266.25,262.5,262.75,11/01/96
270,270,265.5,265.5,10/31/1996
274.5,275,270,270,10/30/1996
275,275.5,272.25,274.25,10/29/1996
275,276.5,274.25,275,10/28/1996
277.75,277.75,275,275,10/25/1996
283,283,277.75,277.75,10/24/1996
280,283.25,279.75,282.5,10/23/1996
279,280,276.25,279.75,10/22/1996
279.5,281.25,278,278.75,10/21/1996
282.75,285.25,279.5,279.75,10/18/1996
283,283.75,280.75,283,10/17/1996
286.5,288.75,282.75,282.75,10/16/1996
286.75,288.5,284.75,286.25,10/15/1996
282.75,287.75,282.25,286.5,10/14/1996
289.5,290,283,283.75,10/11/96
293.5,294,289.5,290,10/10/96
296.5,297,292.75,293.75,10/09/96
293,297.25,291.75,296.25,10/08/96
288,293.25,288,293,10/07/96
292,293,288,289.5,10/04/96
293,294,291.5,291.75,10/03/96
296,300.5,292.25,293,10/02/96
293.25,299.25,292.5,295.75,10/01/96
303,303,294,297,09/30/1996
306,308.25,303,303,09/27/1996
311.75,311.75,305.75,305.75,09/26/1996
310.75,312.5,309.75,312.25,09/25/1996
312.75,313,309.75,310.75,09/24/1996
316,316,311.5,313.25,09/23/1996
313,316.25,312,314.75,09/20/1996
355,359,349,354,09/19/1996
351,356,344,355,09/18/1996
357,360,351,351.25,09/17/1996
360,360.5,355.5,357.25,09/16/1996
365.25,365.25,361,361.5,09/13/1996
360,365.5,360,365.25,09/12/96
365.5,365.5,360.5,360.5,09/11/96
364,366,360.25,366,09/10/96
361.5,363,358.5,362,09/09/96
360.5,365,360.5,362.75,09/06/96
358.5,362.5,358.5,362,09/05/96
366,366,358.25,359,09/04/96
368,372,365.5,366.5,09/03/96
370,372.5,366.25,371,08/30/1996
367.5,371.5,364.5,370,08/29/1996
369.75,372,367.5,367.75,08/28/1996
369.5,371.5,366.5,370,08/27/1996
365,370.5,362,370,08/26/1996
367.5,369.75,362.5,365,08/23/1996
366.5,370,364,368,08/22/1996
362,366.5,362,366.25,08/21/1996
364,365.5,361.5,361.75,08/20/1996
362.5,364.75,355.5,364.75,08/19/1996
375,375,367,367,08/16/1996
377.75,381.75,374,376,08/15/1996
375.5,384,374.25,378.5,08/14/1996
387,389,371,373,08/13/1996
363,375,362.5,375,08/12/96
353.5,364.5,351.5,364,08/09/96
343.25,356,343.25,352,08/08/96
346.5,356,344,344.5,08/07/96
348,348.25,341.25,346,08/06/96
353,353,346.25,348.5,08/05/96
365,365,355.5,358.5,08/02/96
355,361.5,355,360.75,08/01/96
356,356.75,350.25,353.5,07/31/1996
361.75,371.25,356.5,357,07/30/1996
350,360,348.5,359,07/29/1996
351.5,355.5,347.25,350,07/26/1996
357,357.25,348.25,350.5,07/25/1996
361.5,365.75,357.5,358.5,07/24/1996
356,366,356,361,07/23/1996
485,493,468,470,07/22/1996
479.25,495,475,495,07/19/1996
477,481,473,477.5,07/18/1996
500,500,478,490,07/17/1996
535,535.5,500,502,07/16/1996
539,542,529,533,07/15/1996
539,554.5,539,548,07/12/96
531,546,531,538.5,07/11/96
533,535.5,530,531,07/10/96
539,539,530,536,07/09/96
525,546.5,525,536.5,07/08/96
522,538.5,521,531,07/05/96
519,532,516,530,07/03/96
539.5,539.5,518,518,07/02/96
516,541,515.5,537,07/01/96
481.25,518.5,479,515,06/28/1996
476.5,485,474,480,06/27/1996
470.75,480,470,477,06/26/1996
463,471,462,470.5,06/25/1996
469.75,469.75,458,467,06/24/1996
474,475,469.5,469.5,06/21/1996
474,474.5,467,474,06/20/1996
475.5,478.5,469.5,473,06/19/1996
459,471.5,459,471.5,06/18/1996
461,471.5,456,459.5,06/17/1996
476.75,476.75,464.75,464.75,06/14/1996
477.5,480,474.5,476.5,06/13/1996
468.5,479,465,479,06/12/96
483,489,464,471,06/11/96
469.5,471,469.5,471,06/10/96
451,459,451,459,06/07/96
435,447,434,447,06/06/96
447,449,429.25,437,06/05/96
461,465.25,447.25,447.25,06/04/96
477.25,479,465.25,465.25,06/03/96
473,479,467,476.5,05/31/1996
463.75,473.5,460.5,473,05/30/1996
478.5,478.5,466.5,466.5,05/29/1996
491,498.5,476.75,479,05/28/1996
493,494,487,488,05/24/1996
488,494,483,494,05/23/1996
501,502,484,486.5,05/22/1996
531.75,536,520,525,05/21/1996
526.25,530,505,528,05/20/1996
520,532,520,532,05/17/1996
504,518.5,501,518.5,05/16/1996
505,512.75,496.5,501,05/15/1996
509,509,495.5,506,05/14/1996
518,518,508,515.5,05/13/1996
507.25,509,502,507,05/10/96
502.75,510.5,498.5,509,05/09/96
486.75,502.5,486.75,502,05/08/96
475,485.5,472,485.5,05/07/96
468,479.5,462.5,474,05/06/96
472,480.5,468,471,05/03/96
490,507,475,478,05/02/96
466,489,464,487.5,05/01/96
470,485.75,460,463,04/30/1996
507,507,473,473,04/29/1996
499.75,509,495,507,04/26/1996
487,499,486.25,499,04/25/1996
479,488,471,486.5,04/24/1996
473,479,469.5,479,04/23/1996
460.25,470,457,470,04/22/1996
463,466,457,458.5,04/19/1996
448.5,460.5,448.5,460.5,04/18/1996
442.5,450,436,449,04/17/1996
452.5,457,443.5,445,04/16/1996
451.5,459,446.5,455.5,04/15/1996
445,453,439,452.5,04/12/96
444,455.25,439,444.5,04/11/96
435,446.5,435,445,04/10/96
435,438.5,430.75,435.5,04/09/96
426.5,437.75,426,436,04/08/96
423,428.25,420,427.5,04/04/96
414,425,410.5,424.25,04/03/96
416.5,419.5,413.5,414.5,04/02/96
409,417.5,408,416.75,04/01/96
399,410.5,399,409,03/29/1996
398.5,399.75,398,399.75,03/28/1996
396.25,400,395,399.25,03/27/1996
393,398.5,393,398,03/26/1996
390,394.25,389.5,393.25,03/25/1996
387.5,391,387.5,390.5,03/22/1996
387.25,388.5,384.75,388,03/21/1996
401,401,393.5,396,03/20/1996
394,399,392.75,398,03/19/1996
391,394,386,394,03/18/1996
398,398,390.5,390.5,03/15/1996
396,402,396,398,03/14/1996
391,395,391,395,03/13/1996
393.5,394,389.25,391,03/12/96
390.75,394,389,393.75,03/11/96
391.5,393.25,389,392.5,03/08/96
387,391,386,390.75,03/07/96
385,387.25,381,383.5,03/06/96
389,389,381.5,383,03/05/96
392,392.5,385.25,389.25,03/04/96
395.5,395.5,391,393,03/01/96
392,395.5,389.5,395,02/29/1996
388,392.25,385.5,392,02/28/1996
385.75,391,384.5,387.75,02/27/1996
380.25,385.5,380.25,384.75,02/26/1996
377.5,381.25,377.5,381,02/23/1996
374.5,377,372.5,375.5,02/22/1996
379.5,380.75,376.75,377.25,02/21/1996
379.5,380.5,375.75,380.5,02/20/1996
377.5,382.25,377.5,379.5,02/16/1996
377.25,379.75,376.75,378.5,02/15/1996
373,381.25,373,378,02/14/1996
365.75,372,365,371.5,02/13/1996
363.25,366,363.25,365,02/12/96
361,364,360.5,363,02/09/96
360,362,358.5,359,02/08/96
363,365,360.25,361,02/07/96
360.5,363.75,359.25,363.5,02/06/96
365,365,361,361.5,02/05/96
366.25,369,364.25,366.75,02/02/96
367.5,370.25,365.5,366,02/01/96
367.25,369.5,365.25,369.25,01/31/1996
364,368,362,368,01/30/1996
360,364.75,358.75,363.75,01/29/1996
356,358.25,354,357.25,01/26/1996
358.75,360.5,355.5,356.75,01/25/1996
361,361.75,358.25,359,01/24/1996
357,361,354,361,01/23/1996
360.75,362,355.75,358.25,01/22/1996
358.5,361.25,357,360.25,01/19/1996
353,355.25,352.5,355.25,01/18/1996
355,356.25,347.5,351.75,01/17/1996
368.5,368.5,353.5,354,01/16/1996
362,365.25,361.5,365.25,01/15/1996
357.75,363,357.75,363,01/12/96
362.25,362.25,356,357,01/11/96
367.5,367.5,362,362,01/10/96
359,367,359,366.5,01/09/96
364.5,364.5,360,360,01/08/96
366.75,369,365.5,366.75,01/05/96
373.5,373.75,365,368.5,01/04/96
373,374.5,370.25,373.75,01/03/96
371,375.25,370.25,373.5,01/02/96
369,370.5,367.5,369.5,12/29/1995
360.25,364,360.25,364,12/28/1995
362,362.5,359.5,360.75,12/27/1995
356.5,363.5,356.5,362.5,12/26/1995
352.25,358.75,352.25,358.75,12/22/1995
350,353,350,352.5,12/21/1995
355.5,356.25,353.75,354.5,12/20/1995
343.25,344.5,339.75,344,12/19/1995
339.25,342.5,339.25,342.25,12/18/1995
336.5,337.25,335.75,336.75,12/15/1995
340,340.5,337.75,338.25,12/14/1995
339,340.5,338.5,340,12/13/1995
339.25,339.75,337.5,337.5,12/12/95
339,341.25,339,339.75,12/11/95
332.75,337.5,332.5,337.25,12/08/95
335.25,336.75,332.5,332.75,12/07/95
334.75,335.5,332.75,334.75,12/06/95
328.75,334.5,328,334.5,12/05/95
332,332.5,329.25,329.25,12/04/95
331,333,330.25,331,12/01/95
329,331.75,328.75,330.5,11/30/1995
324.75,329.5,324.5,328.75,11/29/1995
324,326,323.25,324.75,11/28/1995
328,329,324.5,324.75,11/27/1995
326.25,328.25,326.25,328,11/24/1995
323.5,325.5,323.25,325.25,11/22/1995
325.5,326.25,323.25,323.5,11/21/1995
327.75,328.75,325.75,326.25,11/20/1995
324,328.5,324,328.25,11/17/1995
321.25,323.5,319.5,323,11/16/1995
322.5,323.75,320.25,320.25,11/15/1995
323.5,323.5,319.5,321.5,11/14/1995
328.5,329.75,324.75,324.75,11/13/1995
325,329.5,324,327.75,11/10/95
336,337,326.5,327,11/09/95
331,331.25,329.5,331,11/08/95
334.5,335,330.5,331.5,11/07/95
330.75,334,330.25,334,11/06/95
335.5,335.75,331.25,332.25,11/03/95
338.25,339,336.25,336.5,11/02/95
333,336.75,332.5,336.75,11/01/95
330.5,333,330.25,332.5,10/31/1995
327.75,329.5,327,329,10/30/1995
328.75,329.5,327.75,328.25,10/27/1995
330,332.25,329.25,329.25,10/26/1995
328.75,330,326.5,328.5,10/25/1995
330,331.5,328.25,329.5,10/24/1995
334,334,329.75,330.25,10/23/1995
332.25,333.5,330.25,332.75,10/20/1995
328.5,332.5,327.5,332.25,10/19/1995
324,326,322.75,325.75,10/18/1995
327.75,330.75,324.5,324.5,10/17/1995
328,329.75,326,327.5,10/16/1995
320.25,326,320.25,325.5,10/13/1995
321.5,324.25,320.25,320.5,10/12/95
325,326.5,322,322.5,10/11/95
313.75,318,313.75,317.75,10/10/95
309.5,313.5,309.5,313.5,10/09/95
310.5,311.75,310,311,10/06/95
309,310,306.5,309.75,10/05/95
310.5,310.75,308.25,309,10/04/95
310.5,311.5,309.25,310.5,10/03/95
311.25,315.25,310,312.5,10/02/95
312,313,310.25,312,09/29/1995
308,309.5,307.5,309.25,09/28/1995
305.5,307.75,304.25,307.5,09/27/1995
306.25,308,305.25,306,09/26/1995
312.5,312.5,304,306,09/25/1995
309,310.75,305.5,310.25,09/22/1995
311.25,314.25,310.75,311,09/21/1995
300,300,296,296,09/20/1995
302.5,304,297.5,301,09/19/1995
302,305,298.5,305,09/18/1995
296,297.5,292,294.5,09/15/1995
289.75,293,289.75,292.75,09/14/1995
292.75,295,290.5,291.5,09/13/1995
293.5,294.5,290.25,292,09/12/95
290.5,290.5,287.75,290.5,09/11/95
289.5,292,289.5,291,09/08/95
290,290,285.5,289.75,09/07/95
292.5,292.75,289,289.75,09/06/95
295.5,296.5,292.75,293,09/05/95
295.75,296.25,294.25,295.75,09/01/95
293.5,296,293.5,295.25,08/31/1995
289.5,292.5,289.5,291.75,08/30/1995
291,292.5,290,290,08/29/1995
290,292.75,290,291.75,08/28/1995
286.5,289,285.5,288.75,08/25/1995
284.5,287,284.5,286.5,08/24/1995
284.75,285.5,284,284.5,08/23/1995
